Age,Dependents,Debt_Ratio,Late_Payment
71,0,0.27,No
75,0,0.01,No
66,0,0.18,No
40,0,0.61,No
54,3,0.30,No
38,0,0.59,No
63,0,0.23,No
55,0,0.45,No
46,3,0.10,No
69,1,0.93,No
49,2,0.00,No
48,2,0.34,No
50,2,0.40,Yes
62,2,0.78,No
30,0,0.51,No
79,0,0.30,No
61,0,0.24,No
52,3,0.26,No
28,2,0.55,No
33,3,0.06,No
52,2,0.30,No
33,0,0.45,No
51,0,0.25,No
53,0,0.51,Yes
63,1,0.08,No
46,0,0.10,Yes
72,0,0.09,No
71,0,0.17,No
68,2,0.48,No
33,1,0.05,No
48,0,0.41,Yes
57,0,0.79,No
65,1,0.66,Yes
53,1,0.27,No
54,1,0.42,No
38,0,0.18,Yes
57,2,0.51,Yes
24,0,0.13,No
54,0,0.40,No
45,1,0.47,No
64,0,0.02,Yes
66,0,0.33,Yes
53,0,0.27,No
49,1,0.48,Yes
45,2,0.35,No
62,2,0.51,No
54,0,0.24,No
66,0,0.17,No
56,0,0.20,Yes
58,0,0.39,No
71,1,0.01,No
57,1,0.16,No
72,0,0.06,No
66,0,0.13,No
47,0,0.16,No
58,0,0.40,No
63,1,0.14,No
60,1,0.02,No
63,0,0.52,No
46,2,0.42,No
72,0,0.54,No
36,1,0.51,No
78,0,0.22,No
48,3,0.05,No
51,4,0.16,Yes
62,0,0.84,Yes
64,0,0.51,No
40,1,0.64,No
35,0,0.34,No
55,3,0.29,No
61,0,0.40,No
50,1,0.31,No
51,0,0.55,No
51,0,0.59,No
47,0,0.00,No
48,2,0.32,No
76,0,0.77,No
42,1,0.00,No
53,2,0.11,No
72,0,0.09,No
51,1,0.19,No
47,2,0.38,Yes
43,2,0.53,No
44,1,0.42,No
60,0,0.22,No
35,2,0.48,No
45,0,0.37,No
39,0,0.78,Yes
49,2,0.68,Yes
44,2,0.25,No
48,2,0.18,No
26,0,0.02,Yes
74,0,0.64,No
75,0,0.50,No
52,1,0.64,No
61,0,0.00,No
49,2,0.00,Yes
50,2,0.15,Yes
81,0,0.23,No
70,0,0.84,Yes
77,0,0.01,No
68,0,0.62,No
67,0,0.35,No
55,0,0.29,No
41,2,0.43,No
83,0,0.12,No
61,0,0.34,No
46,2,0.74,Yes
39,2,0.45,No
66,0,0.61,No
59,1,0.74,Yes
44,0,0.51,No
70,0,0.00,No
47,1,0.58,No
62,0,0.37,No
33,1,0.35,No
83,0,0.00,No
45,2,0.59,No
61,1,0.21,Yes
42,2,0.12,No
47,1,0.23,No
51,0,0.11,Yes
37,0,0.02,Yes
77,0,0.02,Yes
93,0,0.01,No
49,2,0.79,No
53,0,0.28,No
49,2,0.44,No
86,0,0.00,No
47,3,0.75,Yes
35,2,0.02,No
33,2,0.24,No
63,0,0.59,No
27,1,0.35,No
31,0,0.03,No
38,1,0.00,No
45,3,0.09,No
65,0,0.09,No
72,0,0.02,No
30,0,0.15,No
47,2,0.00,No
46,0,0.64,Yes
38,4,0.59,Yes
34,0,0.32,No
53,3,0.60,No
29,0,0.01,No
63,0,0.19,No
43,1,0.06,No
40,0,0.16,No
50,2,0.71,No
48,3,0.37,No
37,0,0.39,No
63,2,0.99,No
41,0,0.57,No
55,1,0.13,Yes
50,0,0.66,No
44,2,0.18,No
59,2,0.72,No
51,0,0.01,No
44,2,0.00,No
79,0,0.29,No
57,2,0.12,No
34,1,0.44,No
63,1,0.36,No
37,1,0.18,No
48,1,0.55,No
39,0,0.21,No
55,1,0.24,No
26,1,0.20,Yes
51,1,0.33,No
69,0,0.37,No
40,2,0.39,No
27,0,0.08,No
36,2,0.44,No
22,0,0.00,No
54,0,0.52,No
47,2,0.08,Yes
54,2,0.14,No
63,0,0.17,No
69,0,0.00,Yes
63,0,0.08,No
67,0,0.08,No
70,0,0.00,No
59,0,0.24,No
69,0,0.63,No
56,1,0.19,No
64,1,0.19,No
65,0,0.87,No
52,1,0.76,No
62,0,0.21,No
47,1,0.47,Yes
56,1,0.40,No
35,0,0.25,No
38,2,0.85,Yes
33,0,0.58,Yes
35,1,0.92,No
46,0,0.64,No
33,0,0.09,No
76,0,0.05,No
60,1,0.57,No
67,2,0.19,No
42,1,0.93,No
80,0,0.00,No
47,3,0.20,No
33,0,0.16,No
30,1,0.00,No
28,0,0.19,No
56,1,0.23,No
55,0,0.25,No
36,3,0.31,No
96,1,0.00,No
75,0,0.20,No
31,3,0.41,No
51,3,0.42,No
31,0,0.31,No
71,0,0.27,No
33,2,0.18,Yes
58,0,0.23,No
52,1,0.31,No
38,0,0.79,No
66,2,0.08,Yes
76,0,0.15,No
50,0,0.14,No
37,0,0.00,No
51,0,0.15,No
70,0,0.42,No
60,0,0.08,No
56,0,0.31,Yes
80,0,0.01,No
68,0,0.09,No
66,0,0.56,No
22,0,0.35,No
63,0,0.45,No
38,0,0.36,No
80,1,0.01,No
62,1,0.52,No
64,0,0.35,No
70,0,0.60,No
75,1,0.34,Yes
71,0,0.32,No
54,0,0.02,No
32,1,0.00,No
56,0,0.01,No
67,1,0.03,No
45,5,0.29,No
63,0,0.39,No
61,2,0.27,No
58,0,0.06,Yes
50,3,0.18,No
60,3,0.26,No
49,2,0.10,No
62,0,0.66,No
50,0,0.38,No
46,0,0.16,No
71,1,0.49,Yes
55,0,1.00,Yes
64,0,0.20,Yes
68,0,0.32,No
45,1,0.38,Yes
52,0,0.89,Yes
74,0,0.01,No
32,2,0.43,No
51,3,0.02,No
51,2,0.84,No
68,0,0.02,No
45,1,0.14,Yes
49,0,0.46,Yes
47,1,0.41,No
55,0,0.19,No
59,1,0.25,No
61,0,0.25,No
30,0,0.74,No
51,2,0.45,No
33,0,0.60,No
29,0,0.06,No
58,1,0.55,No
44,2,0.08,No
28,3,0.15,No
30,0,0.32,No
42,4,0.30,Yes
60,0,0.53,No
51,0,0.10,No
52,1,0.27,No
69,2,0.51,No
41,3,0.16,No
69,0,0.00,No
72,1,0.26,No
55,3,0.25,No
41,1,0.49,No
63,0,0.01,No
27,0,0.02,No
44,2,0.50,Yes
31,0,0.04,No
41,0,0.00,No
52,2,0.20,Yes
45,0,0.01,No
65,1,0.94,Yes
28,0,0.27,No
55,2,0.17,No
57,2,0.67,Yes
61,1,0.23,Yes
45,0,0.00,No
27,0,0.13,No
58,0,0.30,No
59,0,0.22,No
51,0,0.23,No
60,0,0.14,No
26,0,0.01,No
33,0,0.54,No
55,3,0.47,No
55,0,0.04,Yes
59,0,0.61,Yes
40,2,0.48,No
43,2,0.55,No
58,0,0.51,No
38,4,0.22,No
66,0,0.96,No
51,2,0.08,No
55,1,0.48,No
56,0,0.34,No
29,0,0.08,No
57,2,0.36,No
37,0,0.24,No
66,0,0.20,Yes
61,0,0.14,No
58,0,0.15,No
37,0,0.26,No
64,0,0.86,No
88,0,0.09,Yes
49,1,0.24,No
54,1,0.34,Yes
62,0,0.23,No
48,0,0.36,No
52,2,0.35,Yes
44,0,0.55,No
79,1,0.00,No
37,0,0.27,No
55,0,0.23,No
73,0,0.27,No
61,0,0.20,Yes
37,0,0.39,Yes
30,0,0.18,No
68,0,0.01,No
68,0,0.53,No
34,2,0.25,No
41,0,0.00,No
39,2,0.32,No
44,1,0.02,Yes
48,3,0.86,Yes
30,2,0.01,No
49,0,0.57,Yes
48,0,0.39,No
25,0,0.01,No
61,0,0.67,No
56,0,0.26,Yes
39,1,0.39,No
35,0,0.54,Yes
88,0,0.00,No
74,0,0.17,No
50,2,0.23,No
34,0,0.53,No
37,0,0.05,No
70,0,0.01,Yes
34,0,0.06,No
50,1,0.24,No
69,1,0.52,Yes
53,1,0.49,No
22,0,0.01,No
70,0,0.19,No
52,2,0.15,No
74,0,0.02,Yes
53,0,0.27,No
43,0,0.42,No
49,1,0.33,No
47,2,0.65,No
44,1,0.23,No
51,2,0.07,No
55,1,0.51,No
49,0,0.41,Yes
64,1,0.39,Yes
32,1,0.02,No
42,0,0.01,No
73,0,0.36,No
52,2,0.28,Yes
65,1,0.65,No
46,2,0.32,Yes
51,2,0.60,No
39,2,0.14,No
66,0,0.33,Yes
55,0,0.48,No
40,0,0.17,No
53,0,0.54,Yes
62,0,0.49,No
73,0,0.40,No
59,1,0.14,No
71,0,0.30,No
43,3,0.60,No
48,1,0.47,Yes
27,0,0.48,Yes
56,0,0.64,No
59,0,0.20,No
32,0,0.19,No
48,1,0.06,No
64,0,0.35,No
46,2,0.47,No
50,2,0.63,No
77,0,0.01,No
64,0,0.18,No
68,0,0.22,No
31,0,0.20,No
48,3,0.09,No
54,2,0.19,No
47,1,0.70,No
59,2,0.36,No
69,0,0.22,No
42,0,0.36,No
58,3,0.59,No
62,2,0.49,No
31,0,0.10,No
48,2,0.36,No
59,1,0.28,No
43,1,0.53,No
38,0,0.75,No
76,0,0.00,No
72,0,0.07,No
52,1,0.16,No
29,2,0.09,No
67,0,0.50,No
48,2,0.17,No
46,3,0.42,No
33,1,0.35,No
45,0,0.76,No
47,2,0.19,No
73,0,0.16,No
41,1,0.43,Yes
77,0,0.00,No
40,5,0.24,Yes
46,1,0.46,Yes
34,1,0.58,No
36,2,0.37,Yes
39,1,0.17,Yes
73,0,0.18,No
55,0,0.44,No
64,0,0.33,No
49,1,0.12,Yes
66,0,0.02,No
47,0,0.54,No
39,0,0.29,No
44,0,0.60,No
38,2,0.48,Yes
42,4,0.48,No
85,0,0.00,No
41,0,0.63,No
33,2,0.36,Yes
38,2,0.17,No
63,1,0.19,No
44,0,0.44,No
57,2,0.22,No
40,2,0.05,No
61,2,0.10,No
41,0,0.56,No
75,0,0.86,Yes
69,0,0.01,No
26,0,0.01,No
41,2,0.41,No
35,2,0.43,Yes
65,0,0.59,No
54,3,0.07,No
54,0,0.14,No
44,0,0.00,No
47,0,0.57,No
43,0,0.12,No
49,1,0.41,Yes
67,0,0.09,No
69,1,0.27,No
43,3,0.00,No
40,0,0.25,No
60,0,0.31,No
49,0,0.32,No
37,1,0.29,No
77,2,0.54,No
52,0,0.43,No
58,0,0.17,No
28,0,0.27,No
45,2,0.10,Yes
36,0,0.11,No
60,0,0.10,No
29,0,0.32,No
61,0,0.44,No
42,0,0.58,No
36,2,0.24,No
57,0,0.15,No
55,0,0.82,Yes
45,1,0.41,No
24,0,0.03,No
66,0,0.01,No
53,2,0.10,No
70,0,0.22,No
29,0,0.16,No
39,0,0.00,No
60,0,0.58,No
64,0,0.45,No
86,0,0.01,No
63,1,0.07,No
46,2,0.21,No
56,0,0.77,No
36,2,0.06,No
65,0,0.47,No
62,1,0.74,No
49,0,0.44,No
63,0,0.08,No
26,0,0.20,No
30,0,0.01,No
44,0,0.50,No
78,0,0.93,No
41,4,0.12,No
24,1,0.07,No
40,3,0.09,No
46,1,0.35,No
61,1,0.36,Yes
23,1,0.00,No
63,0,0.02,No
92,0,0.03,Yes
62,0,0.28,No
33,1,0.45,No
34,0,0.02,No
73,0,0.18,No
58,0,0.35,No
47,2,0.59,No
64,1,0.38,No
39,3,0.04,No
61,1,0.37,No
49,0,0.02,No
44,2,0.49,No
53,0,0.44,No
36,2,0.35,No
33,0,0.34,No
31,0,0.65,Yes
49,2,0.20,No
61,0,0.41,No
62,2,0.42,No
64,0,0.00,No
61,1,0.50,No
39,2,0.25,No
65,0,0.33,No
36,0,0.65,Yes
54,2,0.31,No
44,2,0.73,No
49,2,0.60,No
51,1,0.51,No
73,0,0.02,No
55,0,0.48,No
68,0,0.19,No
61,1,0.68,No
43,2,0.15,No
36,0,0.31,No
38,0,0.23,No
47,0,0.41,No
34,1,0.64,No
37,2,0.53,Yes
50,3,0.21,No
59,0,0.41,No
42,0,0.00,No
74,0,0.08,No
54,2,0.47,No
69,1,0.00,No
78,0,0.18,No
49,3,0.18,Yes
48,0,0.40,No
50,0,0.33,No
40,3,0.01,No
49,0,0.29,No
61,1,0.44,Yes
73,1,0.40,No
58,0,0.01,Yes
53,2,0.47,No
43,4,0.17,No
38,1,0.27,No
65,1,0.27,No
72,0,0.59,No
70,0,0.21,No
50,0,0.22,No
38,1,0.26,No
57,0,0.28,Yes
82,0,0.01,No
54,0,0.39,No
27,0,0.02,No
44,2,0.65,No
32,1,0.13,No
45,0,0.44,No
44,3,0.01,No
60,0,0.78,No
29,1,0.55,Yes
59,0,0.32,No
46,2,0.33,No
41,1,0.32,Yes
55,0,0.50,No
69,0,0.65,No
66,1,0.11,No
51,3,0.30,No
38,0,0.31,No
47,3,0.38,Yes
30,1,0.00,No
60,0,0.43,No
47,2,0.31,No
73,0,0.83,Yes
56,7,0.38,No
58,0,0.41,No
55,0,0.02,No
58,0,0.35,No
51,0,0.36,No
64,2,0.41,Yes
50,0,0.40,No
48,4,0.11,Yes
58,1,0.41,No
75,0,0.31,No
59,2,0.22,No
56,0,0.27,No
26,0,0.07,No
32,0,0.08,No
69,0,0.45,No
53,0,0.48,Yes
47,2,0.20,Yes
35,1,0.39,Yes
41,0,0.01,No
50,0,0.60,Yes
30,0,0.20,No
39,0,0.39,No
52,1,0.18,Yes
51,3,0.29,Yes
76,0,0.19,No
49,4,0.81,No
51,3,0.22,No
85,0,0.02,Yes
57,0,0.00,No
63,0,0.12,No
38,1,0.66,No
54,0,0.37,No
46,0,0.40,No
41,8,0.18,No
60,0,0.15,No
49,0,0.80,No
46,0,0.87,No
44,0,0.39,No
40,1,0.18,No
81,0,0.00,No
62,2,0.18,No
60,0,0.71,No
50,0,0.16,No
24,0,0.07,No
60,0,0.59,No
65,0,0.20,Yes
52,0,0.32,No
66,0,0.17,No
42,2,0.11,Yes
43,0,0.30,Yes
47,2,0.33,No
35,0,0.10,No
52,2,0.16,No
35,0,0.92,No
44,0,0.07,No
60,0,0.38,No
34,1,0.08,No
34,0,0.56,No
31,0,0.01,No
68,1,0.49,No
56,0,0.11,No
39,4,0.29,No
34,0,0.53,No
72,0,0.23,No
45,3,0.22,No
58,3,0.03,No
35,4,0.20,No
59,1,0.34,No
40,2,0.13,Yes
45,3,0.25,No
70,1,0.27,No
42,1,0.11,No
37,1,0.04,No
64,1,0.02,No
63,1,0.56,No
34,0,0.00,Yes
60,2,0.42,No
56,1,0.22,Yes
60,2,0.57,No
41,3,0.29,No
32,0,0.45,No
44,2,0.91,No
54,0,0.53,No
37,2,0.68,No
57,0,0.79,No
75,0,0.01,No
41,0,0.21,No
61,0,0.02,Yes
74,0,0.07,No
54,0,0.66,No
58,2,0.23,Yes
59,0,0.55,No
49,0,0.01,No
41,0,0.34,No
59,0,0.34,No
68,0,0.64,No
29,0,0.90,No
61,0,0.14,No
78,1,0.90,No
38,0,0.75,Yes
48,0,0.95,No
41,0,0.00,No
64,2,0.45,Yes
85,0,0.01,No
41,3,0.02,Yes
60,0,0.12,No
70,0,0.26,No
70,0,0.25,No
88,0,0.81,No
80,1,0.01,No
50,2,0.36,No
67,1,0.24,No
66,0,0.28,No
59,0,0.36,No
66,0,0.38,Yes
40,0,0.11,No
47,0,0.43,Yes
31,0,0.06,Yes
44,0,0.32,No
58,0,0.29,Yes
40,2,0.30,No
28,0,0.12,No
66,1,0.43,No
63,0,0.28,No
59,2,0.02,No
48,1,0.17,No
58,0,0.33,Yes
68,0,0.18,No
51,1,0.22,No
56,2,0.04,No
80,0,0.22,No
60,1,0.23,No
63,0,0.72,Yes
64,0,0.74,No
30,0,0.31,No
80,0,0.43,No
44,0,0.30,No
40,1,0.35,No
71,1,0.33,No
37,0,0.60,No
59,2,0.27,Yes
33,0,0.14,No
46,2,0.11,No
34,4,0.22,No
57,1,0.36,No
55,1,0.16,No
73,1,0.30,No
67,0,0.28,No
63,0,0.31,No
25,0,0.00,No
36,0,0.05,No
42,3,0.38,No
53,0,0.49,No
34,0,0.23,No
53,3,0.30,No
44,2,0.17,No
46,3,0.59,No
48,0,0.11,No
71,0,0.31,Yes
50,2,0.75,No
58,0,0.07,No
48,2,0.86,Yes
36,0,0.56,No
62,0,0.01,No
48,0,0.38,No
37,2,0.45,No
66,0,0.09,No
66,0,0.28,No
59,1,0.31,No
36,2,0.27,No
63,1,0.29,No
59,0,0.23,No
69,1,0.28,No
42,1,0.20,Yes
26,0,0.09,No
59,1,0.53,No
55,0,0.52,No
56,0,0.14,No
64,0,0.59,No
43,0,0.16,No
69,0,0.16,No
49,0,0.32,No
63,0,0.01,No
37,1,0.03,No
25,0,0.19,No
39,2,0.16,No
36,1,0.64,No
56,2,0.23,Yes
31,0,0.06,No
50,0,0.47,Yes
39,2,0.63,Yes
36,3,0.12,No
54,0,0.17,Yes
62,0,0.23,No
23,0,0.02,No
50,0,0.48,Yes
32,0,0.57,No
53,1,0.37,No
65,0,0.00,No
32,4,0.15,Yes
70,0,0.63,No
40,0,0.42,Yes
49,4,0.14,Yes
60,0,0.33,No
37,2,0.39,No
65,0,0.04,No
59,2,0.50,No
56,0,0.39,Yes
43,0,0.00,No
64,1,0.08,No
46,3,0.09,No
76,0,0.12,No
79,0,0.01,No
39,2,0.16,Yes
41,2,0.33,No
44,0,0.18,No
23,0,0.00,No
40,3,0.03,No
53,0,0.48,No
81,0,0.00,No
34,0,0.21,No
50,0,0.15,No
54,0,0.26,Yes
40,1,0.49,No
45,2,0.31,No
28,1,0.17,No
55,0,0.96,No
28,1,0.37,No
62,0,0.25,No
49,1,0.49,No
38,1,0.62,Yes
44,0,0.25,No
89,0,0.01,No
24,0,0.36,No
60,0,0.61,Yes
50,0,0.53,No
68,0,0.21,No
29,0,0.00,No
60,0,0.41,No
49,1,0.06,No
33,0,0.18,No
56,0,0.71,No
57,0,0.56,No
45,0,0.38,No
42,2,0.39,No
52,0,0.35,No
40,20,0.58,Yes
58,0,0.33,No
63,1,0.17,Yes
42,2,0.37,Yes
75,0,0.49,No
63,0,0.59,No
63,1,0.38,No
40,0,0.16,No
54,1,0.09,No
67,0,0.13,No
41,0,0.22,No
67,0,0.00,No
53,0,0.28,No
61,0,0.27,No
42,2,0.01,No
66,2,0.31,No
57,0,0.09,No
51,0,0.09,No
29,1,0.17,Yes
49,0,0.08,No
43,0,0.61,Yes
31,0,0.09,No
55,2,0.24,No
57,1,0.37,No
47,3,0.49,Yes
47,0,0.19,No
53,0,0.65,No
59,2,0.40,No
32,0,0.10,No
72,1,0.17,No
31,0,0.47,No
28,0,0.14,No
34,2,0.00,No
33,0,0.13,No
66,1,0.16,No
34,0,0.36,No
53,1,0.54,Yes
58,0,0.44,No
45,0,0.63,No
65,1,0.30,No
64,0,0.18,No
73,0,0.23,No
63,0,0.51,No
62,0,0.24,No
48,2,0.39,No
23,0,0.00,No
32,0,0.46,Yes
51,0,0.31,No
42,3,0.50,No
41,3,0.41,No
58,7,0.24,No
55,0,0.20,No
57,1,0.41,No
25,0,0.01,No
56,0,0.00,No
25,0,0.04,Yes
27,0,0.11,Yes
54,2,0.28,Yes
77,0,0.15,No
34,0,0.57,No
72,0,0.01,No
61,0,0.50,No
37,1,0.14,No
30,3,0.11,No
38,2,0.65,No
48,2,0.09,Yes
48,0,0.63,No
77,0,0.53,No
66,0,0.06,No
42,0,0.27,No
48,2,0.35,No
88,0,0.30,No
34,2,0.44,No
33,0,0.11,No
63,0,0.19,Yes
48,2,0.08,No
42,0,0.07,No
60,0,0.29,Yes
37,0,0.39,No
72,0,0.36,No
46,0,0.43,Yes
48,0,0.48,No
40,2,0.58,No
55,0,0.27,Yes
61,0,0.30,No
54,0,0.19,No
29,0,0.50,No
43,1,0.49,Yes
43,2,0.03,No
56,0,0.61,No
35,0,0.31,Yes
48,0,0.19,Yes
82,0,0.27,No
67,1,0.94,Yes
27,0,0.22,No
38,2,0.50,No
73,0,0.14,No
52,0,0.37,No
58,1,0.45,Yes
70,2,0.18,No
67,0,0.05,No
46,2,0.60,Yes
48,0,0.38,No
58,1,0.86,No
85,0,0.14,No
53,0,0.09,Yes
63,0,0.01,No
38,1,0.61,No
47,3,0.13,No
71,1,0.53,No
70,0,0.57,Yes
39,1,0.58,No
33,1,0.28,No
44,3,0.10,No
59,0,0.15,No
43,4,0.57,No
60,1,0.20,No
88,0,0.00,No
44,1,0.30,No
54,0,0.62,Yes
33,1,0.16,No
52,0,0.34,Yes
32,2,0.00,No
74,0,0.01,No
57,1,0.26,No
41,1,0.30,No
48,0,0.46,No
29,0,0.00,No
46,3,0.03,No
44,0,0.15,Yes
76,0,0.30,No
46,2,0.08,No
56,0,0.87,No
59,0,0.37,No
69,0,0.27,No
51,1,0.35,No
61,0,0.15,No
41,2,0.20,No
53,2,0.64,No
52,0,0.00,No
54,0,0.92,Yes
52,2,0.23,No
57,1,0.61,No
40,2,0.58,No
49,0,0.04,No
50,0,0.34,Yes
35,0,0.00,Yes
39,0,0.42,No
66,0,0.94,No
54,1,0.40,No
68,0,0.72,No
71,0,0.23,No
67,0,0.43,No
72,0,0.15,No
44,1,0.80,No
54,0,0.16,No
82,1,0.09,No
52,1,0.59,No
47,0,0.60,Yes
58,4,0.20,No
47,0,0.15,No
62,2,0.19,No
65,4,0.41,No
31,0,0.40,No
33,1,0.34,Yes
49,1,0.47,No
48,2,0.28,No
60,0,0.12,No
82,0,0.00,No
61,0,0.28,No
63,0,0.17,No
43,2,0.14,Yes
33,0,0.62,No
26,0,0.16,No
39,3,0.04,No
42,0,0.08,No
33,1,0.44,No
69,0,0.02,No
50,1,0.29,No
73,0,0.19,No
72,0,0.36,No
48,2,0.39,Yes
44,1,0.00,No
30,0,0.43,No
65,2,0.32,No
63,0,0.18,Yes
50,3,0.40,Yes
36,1,0.13,No
71,0,0.43,No
63,0,0.07,No
44,3,0.38,No
57,0,0.42,No
39,0,0.35,No
54,5,0.39,No
69,0,0.07,No
57,0,0.27,No
35,1,0.35,No
28,0,0.29,No
32,2,0.75,No
52,2,0.20,No
44,2,0.41,No
30,0,0.05,No
63,0,0.25,No
44,0,0.12,No
41,0,0.19,No
52,1,0.59,No
32,1,0.62,Yes
41,2,0.25,No
39,0,0.29,No
46,2,0.47,Yes
51,0,0.06,Yes
53,1,0.51,No
55,1,0.11,No
58,0,0.47,No
33,0,0.25,No
42,2,0.05,No
54,2,0.34,No
63,1,0.25,No
80,0,0.72,No
42,0,0.39,No
27,1,0.45,No
53,2,0.41,Yes
67,0,0.65,No
46,1,0.34,No
31,3,0.26,Yes
60,0,0.34,Yes
49,1,0.17,No
56,0,0.25,No
81,0,0.15,No
87,0,0.01,No
31,0,0.79,No
61,0,0.17,No
56,0,0.18,Yes
38,2,0.36,No
36,2,0.29,No
31,0,0.43,No
62,1,0.18,No
53,0,0.45,No
49,0,0.23,No
86,0,0.01,No
45,1,0.48,Yes
58,0,0.02,No
48,1,0.29,No
61,1,0.68,No
29,0,0.44,No
72,1,0.00,No
39,3,0.61,No
51,0,0.27,No
63,1,0.34,Yes
51,1,0.04,No
34,0,0.07,No
49,1,0.32,No
65,0,0.33,No
31,0,0.00,No
49,1,0.02,No
42,0,0.59,No
83,0,0.54,Yes
73,0,0.69,No
73,0,0.02,No
45,1,0.80,No
53,2,0.79,No
57,0,0.04,No
43,0,0.01,No
51,0,0.35,No
35,0,0.55,No
32,0,0.10,Yes
35,0,0.42,No
72,0,0.44,No
69,0,0.55,No
76,0,0.36,No
77,2,0.33,No
81,0,0.15,No
50,0,0.11,No
25,0,0.13,No
72,0,0.14,No
52,1,0.19,Yes
50,1,0.05,No
54,0,0.86,No
63,0,0.97,No
38,2,0.49,No
55,1,0.15,No
32,0,0.01,No
46,0,0.67,Yes
53,0,0.37,No
60,5,0.64,No
43,2,0.65,No
79,1,0.23,Yes
57,0,0.49,No
24,0,0.00,No
42,0,0.23,No
67,1,0.11,No
80,0,0.39,No
59,0,0.51,No
61,0,0.12,No
88,0,0.19,No
50,0,0.00,No
25,0,0.16,No
60,0,0.53,No
47,0,0.20,No
46,2,0.19,No
68,0,0.64,No
44,0,0.52,No
75,0,0.37,No
43,1,0.15,No
55,1,0.85,No
68,0,0.93,No
37,0,0.32,No
60,0,0.23,No
45,0,0.13,No
60,0,0.31,Yes
46,1,0.81,No
36,2,0.37,No
48,2,0.55,No
36,2,0.31,Yes
37,3,0.86,Yes
53,2,0.07,Yes
31,0,0.12,No
62,2,0.26,No
52,1,0.53,No
53,1,0.51,Yes
70,0,0.34,No
57,0,0.21,No
74,0,0.07,No
47,2,0.24,No
82,0,0.09,No
36,0,0.02,Yes
41,0,0.39,No
51,0,0.24,No
60,0,0.19,No
35,1,0.42,No
59,0,0.14,No
61,1,0.01,No
75,0,0.01,No
58,1,0.95,No
37,0,0.07,Yes
31,0,0.35,Yes
79,1,0.30,Yes
72,0,0.35,No
53,0,0.02,No
64,0,0.51,No
56,3,0.08,No
51,0,0.01,No
44,1,0.48,No
80,0,0.00,No
57,2,0.16,No
63,6,0.32,No
93,0,0.00,No
42,0,0.23,No
45,0,0.13,No
90,0,0.42,No
80,0,0.02,Yes
39,1,0.26,No
71,0,0.00,No
57,1,0.13,No
40,2,0.90,Yes
41,1,0.02,No
57,0,0.56,No
42,0,0.06,No
67,0,0.23,Yes
34,0,0.18,No
38,4,0.47,Yes
74,1,0.38,No
48,0,0.09,No
39,2,0.36,Yes
41,1,0.01,No
38,2,0.48,No
43,2,0.00,No
74,0,0.33,No
87,1,0.01,No
58,0,0.11,No
73,0,0.22,Yes
55,2,0.00,No
46,1,0.11,No
63,0,0.57,No
27,1,0.19,No
60,0,0.52,No
63,0,0.17,No
42,0,0.00,No
62,0,0.59,No
30,0,0.62,No
43,3,0.21,No
39,2,0.09,No
64,0,0.00,No
44,1,0.55,Yes
80,0,0.00,No
42,4,0.23,No
64,0,0.34,No
61,0,0.15,No
71,0,0.14,No
45,0,0.24,Yes
57,0,0.30,No
23,0,0.04,No
33,2,0.31,No
52,3,0.57,No
60,2,0.41,No
57,0,0.00,No
56,2,0.10,No
59,1,0.12,No
50,4,0.28,No
50,1,0.10,No
54,1,0.21,Yes
59,2,0.02,No
24,0,0.00,No
29,0,0.74,No
53,1,0.44,No
54,0,0.45,No
53,0,0.21,Yes
73,0,0.01,No
48,1,0.61,Yes
68,1,0.22,No
28,0,0.14,No
54,4,0.38,No
55,2,0.39,No
59,0,0.53,Yes
85,0,0.03,No
63,1,0.01,Yes
59,0,0.25,No
28,0,0.01,No
38,1,0.02,No
76,0,0.12,No
50,3,0.16,No
57,2,0.37,Yes
23,0,0.30,No
42,2,0.25,No
45,0,0.02,No
39,4,0.45,No
66,0,0.72,No
45,1,0.03,No
46,1,0.05,No
27,0,0.15,No
37,4,0.29,No
79,0,0.01,No
74,0,0.12,No
68,0,0.79,No
55,0,0.11,No
54,1,0.16,No
38,2,0.48,Yes
56,0,0.29,No
51,2,0.39,No
81,0,0.00,No
49,2,0.42,Yes
56,1,0.95,No
32,0,0.01,No
75,0,0.34,No
29,0,0.55,No
38,1,0.21,No
45,3,0.01,No
63,1,0.00,No
63,0,0.68,No
66,1,0.64,No
54,1,0.15,Yes
50,1,0.37,Yes
42,1,0.29,No
28,0,0.00,No
23,0,0.04,No
49,3,0.46,No
54,0,0.15,No
53,2,0.47,No
54,0,0.22,No
54,3,0.35,No
54,0,0.47,No
87,1,0.07,No
52,1,0.36,No
49,0,0.28,Yes
72,0,0.26,No
40,3,0.23,No
68,0,0.53,No
60,0,0.52,No
40,2,0.81,No
46,1,0.98,Yes
51,2,0.40,No
38,0,0.40,No
29,2,0.05,No
33,1,0.48,No
86,0,0.36,No
47,2,0.33,No
25,0,0.00,No
29,0,0.17,No
46,1,0.37,No
39,0,0.46,No
40,0,0.12,No
71,0,0.34,No
49,1,0.93,Yes
43,0,0.20,No
28,0,0.49,Yes
33,0,0.46,No
59,0,0.15,No
61,2,0.32,No
34,0,0.35,No
75,1,0.47,No
41,1,0.53,No
29,0,0.00,No
56,0,0.15,No
51,1,0.05,No
64,2,0.29,No
39,0,0.38,Yes
53,0,0.78,No
32,0,0.18,No
35,0,0.45,No
